DeviceInfo,count,fraud_count,percentage,fraud_rate,relative_risk
LG-H443/H44312g,2,0,0.0003,0.0,0.0
S70V,2,0,0.0003,0.0,0.0
SAMSUNG SM-G800F Build/MMB29K,2,0,0.0003,0.0,0.0
SM-T807V,2,0,0.0003,0.0,0.0
SAMSUNG SM-G955F Build/R16NW,2,0,0.0003,0.0,0.0
TA-1044,2,0,0.0003,0.0,0.0
SM-G900R4,2,0,0.0003,0.0,0.0
SAMSUNG SM-G9600 Build/R16NW,2,0,0.0003,0.0,0.0
LG-E975,2,0,0.0003,0.0,0.0
LG-E450f,2,0,0.0003,0.0,0.0
SM-G900V,2,0,0.0003,0.0,0.0
SAMSUNG SM-G965U1 Build/R16NW,2,0,0.0003,0.0,0.0
XT1068,2,0,0.0003,0.0,0.0
SAMSUNG-SGH-I337,2,0,0.0003,0.0,0.0
SAMSUNG SM-T813 Build/NRD90M,2,0,0.0003,0.0,0.0
TAB7,2,2,0.0003,100.0,28.5796
XT1096,2,0,0.0003,0.0,0.0
SAMSUNG SM-N920V Build/NRD90M,2,0,0.0003,0.0,0.0
LG-H540,2,0,0.0003,0.0,0.0
SLA-L23,2,0,0.0003,0.0,0.0
LG-H812,2,0,0.0003,0.0,0.0
RCT6S03W12,2,0,0.0003,0.0,0.0
RCT6513W87 Build/MRA58K,2,0,0.0003,0.0,0.0
RCT6773W22B,2,0,0.0003,0.0,0.0
LG-LK460,2,0,0.0003,0.0,0.0
XT1032 Build/KXB20.9-1.10-1.24-1.1,2,0,0.0003,0.0,0.0
SM-G615F,2,2,0.0003,100.0,28.5796
LG-H960,2,0,0.0003,0.0,0.0
LG-H932,2,0,0.0003,0.0,0.0
LG-H900/H90022b,2,0,0.0003,0.0,0.0
LG-H830,2,0,0.0003,0.0,0.0
LG-H850,2,0,0.0003,0.0,0.0
RNE-L22 Build/HUAWEIRNE-L22,2,0,0.0003,0.0,0.0
SM-G892A,2,0,0.0003,0.0,0.0
LG-H820,2,0,0.0003,0.0,0.0
rv:29.0,1,1,0.0002,100.0,28.5796
TA-1004,1,0,0.0002,0.0,0.0
T08,1,0,0.0002,0.0,0.0
verykools5035,1,0,0.0002,0.0,0.0
TA-1003,1,0,0.0002,0.0,0.0
V502015,1,0,0.0002,0.0,0.0
SM-T355Y Build/NMF26X,1,0,0.0002,0.0,0.0
verykoolS5019,1,0,0.0002,0.0,0.0
SM-T285M,1,1,0.0002,100.0,28.5796
verykools5034,1,0,0.0002,0.0,0.0
iPhone,1,1,0.0002,100.0,28.5796
verykool,1,0,0.0002,0.0,0.0
VK810,1,0,0.0002,0.0,0.0
iris80,1,0,0.0002,0.0,0.0
Tornado,1,0,0.0002,0.0,0.0
SM-T210,1,0,0.0002,0.0,0.0
SM-T237P,1,0,0.0002,0.0,0.0
TA-1032,1,0,0.0002,0.0,0.0
V.40R,1,0,0.0002,0.0,0.0
VS500,1,0,0.0002,0.0,0.0
TA-1020,1,0,0.0002,0.0,0.0
VK815,1,0,0.0002,0.0,0.0
Tab2A7-10F,1,0,0.0002,0.0,0.0
SM-T330,1,0,0.0002,0.0,0.0
U FEEL LITE Build/MRA58K,1,0,0.0002,0.0,0.0
iris702,1,0,0.0002,0.0,0.0
verykoolS5524,1,0,0.0002,0.0,0.0
ZTE BLADE A321 Build/NMF26F,1,0,0.0002,0.0,0.0
hp2015,1,0,0.0002,0.0,0.0
Swift,1,0,0.0002,0.0,0.0
Z836BL,1,0,0.0002,0.0,0.0
XT1023,1,0,0.0002,0.0,0.0
SM-T827R4,1,0,0.0002,0.0,0.0
Z831,1,0,0.0002,0.0,0.0
Z812,1,0,0.0002,0.0,0.0
SM-T818V,1,0,0.0002,0.0,0.0
XT1031,1,0,0.0002,0.0,0.0
Z2,1,0,0.0002,0.0,0.0
SM-T817T,1,0,0.0002,0.0,0.0
YOLO,1,0,0.0002,0.0,0.0
YOGA,1,0,0.0002,0.0,0.0
Y550-L02,1,0,0.0002,0.0,0.0
XT1710-02,1,0,0.0002,0.0,0.0
SM-T580,1,0,0.0002,0.0,0.0
XT1680,1,0,0.0002,0.0,0.0
SM-T810,1,0,0.0002,0.0,0.0
XT1635-02 Build/OPN27.76-12-22,1,0,0.0002,0.0,0.0
XT1055,1,0,0.0002,0.0,0.0
XT1058,1,0,0.0002,0.0,0.0
XT1060,1,0,0.0002,0.0,0.0
XT1063,1,0,0.0002,0.0,0.0
XT1580 Build/NPKS25.200-12-9,1,0,0.0002,0.0,0.0
SM-T587P,1,0,0.0002,0.0,0.0
SM-T807T,1,0,0.0002,0.0,0.0
XT1072,1,0,0.0002,0.0,0.0
XT1080,1,0,0.0002,0.0,0.0
XT1094,1,0,0.0002,0.0,0.0
XT1095,1,0,0.0002,0.0,0.0
SM-T705,1,0,0.0002,0.0,0.0
SMART,1,0,0.0002,0.0,0.0
X900+,1,0,0.0002,0.0,0.0
SP7731G,1,0,0.0002,0.0,0.0
SM-T380,1,0,0.0002,0.0,0.0
VS880,1,0,0.0002,0.0,0.0
SM-T377P,1,0,0.0002,0.0,0.0
VS880PP,1,0,0.0002,0.0,0.0
Stellar,1,0,0.0002,0.0,0.0
ZTE-Z956,1,1,0.0002,100.0,28.5796
VT0701A08,1,0,0.0002,0.0,0.0
SM-S975L,1,0,0.0002,0.0,0.0
Shift Build/LMY47I,1,0,0.0002,0.0,0.0
Venue,1,0,0.0002,0.0,0.0
VerykoolS5030,1,0,0.0002,0.0,0.0
STV100-3,1,0,0.0002,0.0,0.0
XT1254,1,0,0.0002,0.0,0.0
SM-T377W,1,0,0.0002,0.0,0.0
WAS-LX2J,1,0,0.0002,0.0,0.0
X10,1,0,0.0002,0.0,0.0
ZA990,1,0,0.0002,0.0,0.0
Wileyfox,1,0,0.0002,0.0,0.0
ZA509,1,0,0.0002,0.0,0.0
SM-T530,1,1,0.0002,100.0,28.5796
ZA409,1,0,0.0002,0.0,0.0
STUDIO_G_HD,1,0,0.0002,0.0,0.0
Z970,1,0,0.0002,0.0,0.0
STELLAR,1,0,0.0002,0.0,0.0
SM-T537V,1,0,0.0002,0.0,0.0
Z959 Build/LMY47V,1,0,0.0002,0.0,0.0
SPH-L720T,1,0,0.0002,0.0,0.0
Z955A,1,0,0.0002,0.0,0.0
SPH-L720,1,0,0.0002,0.0,0.0
0PAJ5,1,0,0.0002,0.0,0.0
R8106,1,0,0.0002,0.0,0.0
SM-S907VL,1,0,0.0002,0.0,0.0
H550,1,0,0.0002,0.0,0.0
GT-S5310L,1,0,0.0002,0.0,0.0
GT-S7275B,1,0,0.0002,0.0,0.0
GT-S7582,1,0,0.0002,0.0,0.0
GT-S7582L,1,0,0.0002,0.0,0.0
Gigaset,1,0,0.0002,0.0,0.0
Grand2c,1,0,0.0002,0.0,0.0
H1611,1,0,0.0002,0.0,0.0
H3321,1,0,0.0002,0.0,0.0
HELIO,1,0,0.0002,0.0,0.0
GT-N8010,1,0,0.0002,0.0,0.0
HT0701A16,1,0,0.0002,0.0,0.0
HT0703K16,1,0,0.0002,0.0,0.0
HTC U11 Build/OPR6.170623.013,1,0,0.0002,0.0,0.0
HTC6500LVW,1,0,0.0002,0.0,0.0
HTC6525LVW,1,0,0.0002,0.0,0.0
HTC_D10i,1,0,0.0002,0.0,0.0
HTC_Desire_820,1,0,0.0002,0.0,0.0
HTC_One,1,0,0.0002,0.0,0.0
GT-P3100,1,0,0.0002,0.0,0.0
GT-N5110,1,0,0.0002,0.0,0.0
E501,1,0,0.0002,0.0,0.0
F8332,1,0,0.0002,0.0,0.0
E6653 Build/32.4.A.1.54,1,0,0.0002,0.0,0.0
E6683,1,0,0.0002,0.0,0.0
E6790TM,1,0,0.0002,0.0,0.0
E8QP,1,0,0.0002,0.0,0.0
F3313,1,0,0.0002,0.0,0.0
F5122,1,0,0.0002,0.0,0.0
F5321 Build/34.2.A.2.47,1,0,0.0002,0.0,0.0
F8131,1,0,0.0002,0.0,0.0
FTJ152D,1,0,0.0002,0.0,0.0
GT-I9195I,1,0,0.0002,0.0,0.0
Fusion5_u7,1,0,0.0002,0.0,0.0
G25524K,1,0,0.0002,0.0,0.0
G630-U251,1,0,0.0002,0.0,0.0
G8142,1,0,0.0002,0.0,0.0
G8341,1,0,0.0002,0.0,0.0
GRACE,1,0,0.0002,0.0,0.0
GT-I8190N,1,0,0.0002,0.0,0.0
GT-I8200N,1,0,0.0002,0.0,0.0
HTC_One_M8/4.28.502.2,1,0,0.0002,0.0,0.0
HTC_One_M8s/2.12.111.1,1,0,0.0002,0.0,0.0
HUAWEI LUA-U23 Build/HUAWEILUA-U23,1,0,0.0002,0.0,0.0
LG-H340AR,1,0,0.0002,0.0,0.0
LG-D693n Build/KOT49I.V10a,1,1,0.0002,100.0,28.5796
LG-D725,1,0,0.0002,0.0,0.0
LG-D802,1,0,0.0002,0.0,0.0
LG-D851,1,0,0.0002,0.0,0.0
LG-D959,1,0,0.0002,0.0,0.0
LG-E980h,1,0,0.0002,0.0,0.0
LG-F400K,1,0,0.0002,0.0,0.0
LG-H221,1,0,0.0002,0.0,0.0
LG-H343,1,0,0.0002,0.0,0.0
HUAWEI LYO-L21 Build/HUAWEILYO-L21,1,0,0.0002,0.0,0.0
LG-H345,1,0,0.0002,0.0,0.0
LG-H520,1,0,0.0002,0.0,0.0
LG-H810/H81021z,1,0,0.0002,0.0,0.0
LG-H810/H81022f,1,0,0.0002,0.0,0.0
LG-H931,1,0,0.0002,0.0,0.0
LG-H933,1,0,0.0002,0.0,0.0
LG-K212,1,0,0.0002,0.0,0.0
LG-K350,1,0,0.0002,0.0,0.0
LG-D681,1,0,0.0002,0.0,0.0
LG-D680,1,0,0.0002,0.0,0.0
LG-D400,1,0,0.0002,0.0,0.0
LG-D373,1,0,0.0002,0.0,0.0
Helix,1,0,0.0002,0.0,0.0
Hisense F24 Build/NRD90M,1,0,0.0002,0.0,0.0
ICON,1,0,0.0002,0.0,0.0
IO,1,0,0.0002,0.0,0.0
IdeaTabA1000-F,1,0,0.0002,0.0,0.0
IdeaTabA2109A,1,0,0.0002,0.0,0.0
Infinit,1,0,0.0002,0.0,0.0
Infinix,1,0,0.0002,0.0,0.0
K10,1,0,0.0002,0.0,0.0
K88,1,0,0.0002,0.0,0.0
K92,1,0,0.0002,0.0,0.0
KYY22,1,0,0.0002,0.0,0.0
Kylin,1,0,0.0002,0.0,0.0
LAVA_A3,1,0,0.0002,0.0,0.0
LDN-LX3 Build/HUAWEILDN-LX3,1,0,0.0002,0.0,0.0
LEX829,1,0,0.0002,0.0,0.0
LG-D320,1,0,0.0002,0.0,0.0
E5306,1,0,0.0002,0.0,0.0
E2303,1,0,0.0002,0.0,0.0
LG-LS995,1,0,0.0002,0.0,0.0
AKUS,1,0,0.0002,0.0,0.0
A5002,1,1,0.0002,100.0,28.5796
A50C+,1,0,0.0002,0.0,0.0
A577VL,1,0,0.0002,0.0,0.0
A621R,1,0,0.0002,0.0,0.0
A9,1,0,0.0002,0.0,0.0
A952,1,0,0.0002,0.0,0.0
A97,1,0,0.0002,0.0,0.0
AERIAL Build/NRD90M,1,0,0.0002,0.0,0.0
ALTER,1,0,0.0002,0.0,0.0
A37f,1,0,0.0002,0.0,0.0
ANE-LX3 Build/HUAWEIANE-LX3,1,0,0.0002,0.0,0.0
AOC_U706G,1,0,0.0002,0.0,0.0
ASTRO,1,0,0.0002,0.0,0.0
ASUS,1,0,0.0002,0.0,0.0
ASUS_A001,1,0,0.0002,0.0,0.0
ASUS_P00J,1,0,0.0002,0.0,0.0
ASUS_X008D Build/NRD90M,1,0,0.0002,0.0,0.0
ASUS_X00HD Build/NMF26F,1,0,0.0002,0.0,0.0
A463BG,1,0,0.0002,0.0,0.0
A3-A20,1,0,0.0002,0.0,0.0
E2006,1,0,0.0002,0.0,0.0
5057M,1,0,0.0002,0.0,0.0
1016S,1,0,0.0002,0.0,0.0
2PQ93,1,0,0.0002,0.0,0.0
4003A,1,0,0.0002,0.0,0.0
4034E,1,0,0.0002,0.0,0.0
4034G,1,0,0.0002,0.0,0.0
47418,1,0,0.0002,0.0,0.0
5044A,1,0,0.0002,0.0,0.0
5045I,1,0,0.0002,0.0,0.0
6037B,1,0,0.0002,0.0,0.0
A1-850,1,0,0.0002,0.0,0.0
6055B,1,0,0.0002,0.0,0.0
7_Plus,1,0,0.0002,0.0,0.0
831C,1,0,0.0002,0.0,0.0
9002A,1,0,0.0002,0.0,0.0
9022X,1,0,0.0002,0.0,0.0
916,1,0,0.0002,0.0,0.0
9203A Build/MRA58K,1,0,0.0002,0.0,0.0
A0001,1,0,0.0002,0.0,0.0
ASUS_X018D,1,0,0.0002,0.0,0.0
ASUS_Z00ED,1,0,0.0002,0.0,0.0
ASUS_Z00UD,1,0,0.0002,0.0,0.0
Coolpad,1,0,0.0002,0.0,0.0
Beat,1,1,0.0002,100.0,28.5796
Bolt,1,0,0.0002,0.0,0.0
Build/KOT49H,1,0,0.0002,0.0,0.0
C2104,1,0,0.0002,0.0,0.0
C6603,1,0,0.0002,0.0,0.0
CAM-L23,1,0,0.0002,0.0,0.0
CLT-L09,1,0,0.0002,0.0,0.0
CPH1607,1,0,0.0002,0.0,0.0
D2406,1,0,0.0002,0.0,0.0
ASUS_Z017DA,1,0,0.0002,0.0,0.0
D5106,1,0,0.0002,0.0,0.0
D5306,1,0,0.0002,0.0,0.0
D5503,1,0,0.0002,0.0,0.0
D6603,1,0,0.0002,0.0,0.0
DASH,1,0,0.0002,0.0,0.0
DOMOS,1,0,0.0002,0.0,0.0
DUK-AL20,1,0,0.0002,0.0,0.0
Dash,1,0,0.0002,0.0,0.0
BV8000Pro,1,0,0.0002,0.0,0.0
BV6000,1,0,0.0002,0.0,0.0
BND-L21 Build/HONORBND-L21,1,0,0.0002,0.0,0.0
BBB100-2,1,0,0.0002,0.0,0.0
ASUS_Z01BDA,1,0,0.0002,0.0,0.0
ASUS_Z01BDC,1,0,0.0002,0.0,0.0
ASUS_Z01KD,1,0,0.0002,0.0,0.0
ATT,1,0,0.0002,0.0,0.0
AX1060,1,0,0.0002,0.0,0.0
AX705,1,0,0.0002,0.0,0.0
Alcatel,1,0,0.0002,0.0,0.0
Alcatel_5054O,1,0,0.0002,0.0,0.0
Alcatel_5056O,1,0,0.0002,0.0,0.0
Android 7.1.2,1,0,0.0002,0.0,0.0
Aquaris X Build/NMF26F,1,0,0.0002,0.0,0.0
Azumi_KINZO_A5_QL,1,0,0.0002,0.0,0.0
B1-790,1,0,0.0002,0.0,0.0
B1-810,1,0,0.0002,0.0,0.0
B3-A20,1,0,0.0002,0.0,0.0
BBA100-1,1,0,0.0002,0.0,0.0
BBA100-2,1,0,0.0002,0.0,0.0
LG-LG870,1,0,0.0002,0.0,0.0
LG-M255,1,0,0.0002,0.0,0.0
SM-S906L,1,0,0.0002,0.0,0.0
SM-G550T2,1,0,0.0002,0.0,0.0
SM-G360V,1,0,0.0002,0.0,0.0
SM-G386W,1,0,0.0002,0.0,0.0
SM-G390W,1,0,0.0002,0.0,0.0
SM-G530FZ,1,0,0.0002,0.0,0.0
SM-G530P,1,0,0.0002,0.0,0.0
SM-G530T1,1,0,0.0002,0.0,0.0
SM-G530W,1,0,0.0002,0.0,0.0
SM-G531F,1,0,0.0002,0.0,0.0
SM-G570F,1,0,0.0002,0.0,0.0
SM-G360F,1,0,0.0002,0.0,0.0
SM-G7105,1,0,0.0002,0.0,0.0
SM-G730V,1,0,0.0002,0.0,0.0
SM-G900FD,1,0,0.0002,0.0,0.0
SM-G900L,1,0,0.0002,0.0,0.0
SM-G900P,1,0,0.0002,0.0,0.0
SM-G900V Build/LRX21T,1,0,0.0002,0.0,0.0
SM-G901F,1,0,0.0002,0.0,0.0
SM-G903W,1,0,0.0002,0.0,0.0
SM-G360M,1,0,0.0002,0.0,0.0
SM-G350M,1,0,0.0002,0.0,0.0
SAMSUNG-SM-T817A,1,0,0.0002,0.0,0.0
SLAY,1,0,0.0002,0.0,0.0
SCH-I535,1,0,0.0002,0.0,0.0
SENS,1,0,0.0002,0.0,0.0
SGH-I747M,1,0,0.0002,0.0,0.0
SGH-M919N,1,0,0.0002,0.0,0.0
SGP611,1,0,0.0002,0.0,0.0
SKY_5.0LM,1,0,0.0002,0.0,0.0
SLA-L02,1,0,0.0002,0.0,0.0
SLA-L22,1,0,0.0002,0.0,0.0
SM-A300H,1,0,0.0002,0.0,0.0
SM-G313ML,1,0,0.0002,0.0,0.0
SM-A300M,1,0,0.0002,0.0,0.0
SM-A500FU,1,0,0.0002,0.0,0.0
SM-A500H,1,0,0.0002,0.0,0.0
SM-A500W,1,0,0.0002,0.0,0.0
SM-A520F Build/R16NW,1,0,0.0002,0.0,0.0
SM-A520W,1,0,0.0002,0.0,0.0
SM-A800I,1,0,0.0002,0.0,0.0
SM-C900F,1,0,0.0002,0.0,0.0
SM-G920T,1,0,0.0002,0.0,0.0
SM-G9250,1,0,0.0002,0.0,0.0
SM-G925I,1,0,0.0002,0.0,0.0
SM-N920T,1,0,0.0002,0.0,0.0
SM-J7108,1,0,0.0002,0.0,0.0
SM-J710GN,1,0,0.0002,0.0,0.0
SM-J730F,1,0,0.0002,0.0,0.0
SM-N900T,1,0,0.0002,0.0,0.0
SM-N910T3,1,0,0.0002,0.0,0.0
SM-N915V,1,0,0.0002,0.0,0.0
SM-N920P,1,0,0.0002,0.0,0.0
SM-N920R4,1,0,0.0002,0.0,0.0
SM-N950F Build/R16NW,1,0,0.0002,0.0,0.0
SM-G925R4,1,0,0.0002,0.0,0.0
SM-N950W,1,0,0.0002,0.0,0.0
SM-P355M,1,0,0.0002,0.0,0.0
SM-P550,1,0,0.0002,0.0,0.0
SM-P600,1,0,0.0002,0.0,0.0
SM-S120VL,1,0,0.0002,0.0,0.0
SM-S320VL,1,0,0.0002,0.0,0.0
SM-S550TL,1,0,0.0002,0.0,0.0
SM-S820L,1,0,0.0002,0.0,0.0
SM-J700T1,1,0,0.0002,0.0,0.0
SM-J510MN Build/NMF26X,1,0,0.0002,0.0,0.0
SM-J500G,1,0,0.0002,0.0,0.0
SM-J500FN,1,0,0.0002,0.0,0.0
SM-G928F,1,1,0.0002,100.0,28.5796
SM-G928G,1,0,0.0002,0.0,0.0
SM-G928P,1,0,0.0002,0.0,0.0
SM-G930P,1,0,0.0002,0.0,0.0
SM-G930R7,1,0,0.0002,0.0,0.0
SM-G930T,1,0,0.0002,0.0,0.0
SM-G935T,1,0,0.0002,0.0,0.0
SM-G935V,1,0,0.0002,0.0,0.0
SM-G950U1 Build/R16NW,1,0,0.0002,0.0,0.0
SM-G955W,1,0,0.0002,0.0,0.0
SM-J120M,1,0,0.0002,0.0,0.0
SM-J120W,1,0,0.0002,0.0,0.0
SM-J250M Build/NMF26X,1,0,0.0002,0.0,0.0
SM-J320H,1,0,0.0002,0.0,0.0
SM-J320W8,1,0,0.0002,0.0,0.0
SM-J330F,1,0,0.0002,0.0,0.0
SM-J330FN Build/NRD90M,1,0,0.0002,0.0,0.0
SCH-I435,1,0,0.0002,0.0,0.0
SAMSUNG-SM-T807A,1,0,0.0002,0.0,0.0
LG-SP200,1,0,0.0002,0.0,0.0
Minion_Tab,1,0,0.0002,0.0,0.0
M10/Q1010,1,0,0.0002,0.0,0.0
M431,1,0,0.0002,0.0,0.0
MAGNO,1,0,0.0002,0.0,0.0
ME173X,1,0,0.0002,0.0,0.0
ME301T,1,0,0.0002,0.0,0.0
MYA-L11,1,0,0.0002,0.0,0.0
MYA-L23,1,0,0.0002,0.0,0.0
Max,1,0,0.0002,0.0,0.0
Mobiistar_LAI_Yuna_X,1,0,0.0002,0.0,0.0
Le,1,0,0.0002,0.0,0.0
Moto G (5) Plus Build/NPN25.137-15,1,0,0.0002,0.0,0.0
Moto G Play Build/NJH47F,1,0,0.0002,0.0,0.0
MotoG3-TE,1,0,0.0002,0.0,0.0
N9136,1,0,0.0002,0.0,0.0
N9560 Build/NMF26F,1,1,0.0002,100.0,28.5796
NX16A8116KP,1,0,0.0002,0.0,0.0
NX785QC8G,1,1,0.0002,100.0,28.5796
NXA116QC164,1,0,0.0002,0.0,0.0
Linux,1,0,0.0002,0.0,0.0
LS5,1,0,0.0002,0.0,0.0
SAMSUNG-SM-T677A,1,0,0.0002,0.0,0.0
LGL33L/V100,1,0,0.0002,0.0,0.0
LG-V410/V41020c,1,0,0.0002,0.0,0.0
LG-V495/V49520l,1,0,0.0002,0.0,0.0
LG-V496,1,0,0.0002,0.0,0.0
LG-V500,1,0,0.0002,0.0,0.0
LG-V520,1,0,0.0002,0.0,0.0
LG-V522,1,0,0.0002,0.0,0.0
LG-V700,1,0,0.0002,0.0,0.0
LG-V930,1,0,0.0002,0.0,0.0
LGL41C,1,0,0.0002,0.0,0.0
LGUS992,1,0,0.0002,0.0,0.0
LGL57BL,1,0,0.0002,0.0,0.0
LGLK430,1,1,0.0002,100.0,28.5796
LGLS755,1,0,0.0002,0.0,0.0
LGMS323,1,0,0.0002,0.0,0.0
LGMS345,1,0,0.0002,0.0,0.0
LGMS395,1,0,0.0002,0.0,0.0
LGMS631,1,0,0.0002,0.0,0.0
LGUS990,1,0,0.0002,0.0,0.0
NXA8QC116,1,0,0.0002,0.0,0.0
NYX_A1,1,0,0.0002,0.0,0.0
Neffos X1 Max Build/NRD90M,1,0,0.0002,0.0,0.0
SAMSUNG-SGH-I537,1,0,0.0002,0.0,0.0
SAMSUNG SM-A310M Build/LMY47X,1,0,0.0002,0.0,0.0
SAMSUNG SM-G950U1 Build/R16NW,1,0,0.0002,0.0,0.0
SAMSUNG SM-J111M Build/LMY47V,1,0,0.0002,0.0,0.0
SAMSUNG SM-J320F Build/LMY47V,1,0,0.0002,0.0,0.0
SAMSUNG SM-J327AZ Build/NRD90M,1,0,0.0002,0.0,0.0
SAMSUNG SM-N910V Build/MMB29M,1,0,0.0002,0.0,0.0
SAMSUNG SM-N950U1 Build/R16NW,1,0,0.0002,0.0,0.0
SAMSUNG SM-T800 Build/MMB29K,1,0,0.0002,0.0,0.0
SAMSUNG-SM-G870A,1,0,0.0002,0.0,0.0
NetHelper70,1,0,0.0002,0.0,0.0
SAMSUNG-SM-G890A,1,0,0.0002,0.0,0.0
SAMSUNG-SM-G900A,1,0,0.0002,0.0,0.0
SAMSUNG-SM-G925A,1,0,0.0002,0.0,0.0
SAMSUNG-SM-G930AZ,1,0,0.0002,0.0,0.0
SAMSUNG-SM-J327AZ,1,0,0.0002,0.0,0.0
SAMSUNG-SM-N920A,1,0,0.0002,0.0,0.0
SAMSUNG-SM-T377A,1,0,0.0002,0.0,0.0
SAMSUNG-SM-T537A,1,0,0.0002,0.0,0.0
S6000,1,0,0.0002,0.0,0.0
S471,1,0,0.0002,0.0,0.0
Robin,1,0,0.0002,0.0,0.0
Redmi Note 5A Build/N2G47H,1,0,0.0002,0.0,0.0
Nexus 5X Build/OPR4.170623.006,1,0,0.0002,0.0,0.0
Northwell,1,0,0.0002,0.0,0.0
O1,1,0,0.0002,0.0,0.0
ORION,1,0,0.0002,0.0,0.0
P00A,1,0,0.0002,0.0,0.0
P01M,1,0,0.0002,0.0,0.0
P027,1,0,0.0002,0.0,0.0
PLAYTAB,1,0,0.0002,0.0,0.0
PLE-701L,1,0,0.0002,0.0,0.0
PLK-L01 Build/HONORPLK-L01,1,0,0.0002,0.0,0.0
PMID7102DC,1,0,0.0002,0.0,0.0
PRA507,1,0,0.0002,0.0,0.0
QMV7A,1,0,0.0002,0.0,0.0
QTASUN1,1,0,0.0002,0.0,0.0
QwestIE8,1,0,0.0002,0.0,0.0
0PJA2,1,0,0.0002,0.0,0.0
RCT6K03W13,1,0,0.0002,0.0,0.0
xs-Z47b7VqTMxs,1,0,0.0002,0.0,0.0
